Award ID,category,env_subtype,Recipient Name,Award Amount,Start Date,CFDA Number,Description
98T95701,OTHER,,SAN FRANCISCO ESTUARY INSTITUTE,3494219.0,2024-04-01,66.126,"DESCRIPTION:HEALTHY WATERSHEDS AND THRIVING CITIES: COLLABORATING FOR MULTIPLE BENEFITS AT THE LANDSCAPE SCALE BUILDS ON PREVIOUSLY SUCCESSFUL WQIF PROJECTS AND ONGOING EFFORTS IN THE SANTA CLARA VALLEY TO DEVELOP A CROSS-ORGANIZATION, LANDSCAPE-SCALE WATERSHED APPROACH TO
IDENTIFYING URBAN GREENING SOLUTIONS THAT PROVIDE MULTIPLE BENEFITS TO HUMANS AND WILDLIFE. THE COLLABORATIVE APPROACH DEVELOPED IN THIS PROJECT WILL HELP INCREASE THE SUCCESS RATE OF FUNDING PROPOSALS, EXPEDITE THE IMPLEMENTATION OF URBAN GREENING, AND IMPROVE THE
DELIVERY OF ASSOCIATED BENEFITS, ALL OF WHICH WILL IMPROVE HABITAT AND WATER QUALITY IN THE GUADALUPE AND COYOTE CREEK WATERSHEDS AND ULTIMATELY WATER QUALITY IN SAN FRANCISCO BAY. 

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $3,494,219. 

PRE-AWARD COSTS ARE APPROVED BACK TO 4/1/2024. SEE TERMS AND CONDITIONS.  ACTIVITIES:HEALTHY WATERSHEDS AND THRIVING CITIES HAS SIX PROJECT COMPONENTS FOCUSING ON THE URBAN AREA IN THE SANTA"
98T95601,OTHER,,SOUTH FORK BAND COUNCIL,176520.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE SOUTH FORK BAND   THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.

THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $176,520. SEE TERMS AND CONDITIONS. ACTIVITIES:THE ACTIVITIES INCLUDE DEVELOPING EARTH DAY OUTREACH AND EDUCATION MATERIALS, WORKING ON DEVELOPMENT OF TRANSFER STATION, , ATTENDING RELEVANT TRAININGS, ATTENDING NEVADA ENVIRONMENTAL MANAGERS MEETINGS, ATTENDING THE ANNUAL EPA /TRIBAL CONFERENCE, AND ATTENDING REGIONAL TRIBAL OPERATIONS COMMITTEE MEETINGS IN REGION 9.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE DEVELOPED OUTREACH MATERIALS, TRAINING CERTIFICATES, AND DOCUMENTED ACTION ITEMS AND SUCCESSES FROM MEETINGS AND TRAINING. THE EXPECTED OUTCOMES INCLUDE KNOWLEDGEABLE ENVIRONMENTAL STAFF, IMPROVED COMMUNICATION WITH REGION 9 TRIBES. THE INTENDED BENEFICIARIES INCLUDE THE MEMBERS AN"
98T95501,OTHER,,FORT BIDWELL INDIAN COMMUNITY COUNCIL,320140.0,2024-08-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE FORT BIDWELL RESERVATION. THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.  ACTIVITIES:THE ACTIVITIES INCLUDE DEVELOPING OUTREACH AND EDUCATION MATERIALS, WORKING ON DEVELOPING TRIBAL SOLID WASTE MANAGEMENT PROGRAM, ATTENDING RELEVANT TRAININGS, ATTENDING USEPA TRIBAL CONFERENCE, AND ATTENDING REGIONAL TRIBAL OPERATIONS COMMITTEE MEETINGS IN REGION 9.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE DEVELOPING OUTREACH MATERIALS, TRAINING CERTIFICATES, AND DOCUMENTING ACTION ITEMS AND SUCCESSES FROM MEETINGS AND TRAINING. THE EXPECTED OUTCOMES INCLUDE KNOWLEDGEABLE ENVIRONMENTAL STAFF AND IMPROVED COMMUNICATION WITH REGION 9 TRIBES. THE INTENDED BENEFICIARIES INCLUDE THE MEMBERS AND/OR THE RESIDENTS OF THE FORT BIDWELL RESERVATION.  THIS AWARD PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $166,420."
98T95401,ENV,ENV_NOHEALTH,PASCUA YAQUI TRIBE,215361.0,2024-10-01,66.926,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING TO THE PASCUA YAQUI TRIBE. THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.

THIS AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $105,301.ACTIVITIES:THE ACTIVITIES INCLUDE COMPLETING RELEVANT CAPACITY BUILDING TRAININGS, ATTENDING ARIZONA TRIBAL ENVIRONMENTAL WORKGROUP MEETINGS, COORDINATING WASTE CHARACTERIZATION MEETINGS, IMPLEMENTING A VEHICLE REMOVAL PLAN, CONDUCTING COMMUNITY CLEAN-UP EVENTS, CONDUCTING AN AIR FLAG PROGRAM,  COLLABORATING WITH INTERNAL AND EXTERNAL ENVIRONMENTAL PROTECTION PARTNERS AND DEVELOPING AN AIR MONITORING STRATEGY.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE TRAINING CERTIFICATES, SUMMARY MEETING REPORTS, REVISED SOLID WASTE ASSESSMENT FORM, DOCUMENTED REMOVAL OF 40 VEHICLES, TONNAGE REPORTS FROM COMMUNITY CLEANUP DAYS, SUMMARY REPORT ON THE FLAG PROGRAM AND DRAFT AIR MONITORING STRATEG"
98T95301,ENV,ENV_NOHEALTH,WALKER RIVER PAIUTE TRIBE,277124.0,2024-10-01,66.926,"DESCRIPTION:THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS. 

THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $48,301. ACTIVITIES:THE ACTIVITIES INCLUDE HOSTING AN EARTH DAY EVENT IN CONJUNCTION WITH AN OUTREACH EVENT RELATED TO COMPOSTING, AND RECYCLING. WASTE MANAGEMENT ACTIVITIES THAT INCLUDE WEEKLY WASTE COLLECTION IN THE COMMUNITY, AND DEVELOPMENT OF A PESTICIDES PROGRAM. 

SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE A DRAFT PESTICIDES PLAN, A DRAFT COMPOSTING AND RECYCLING PLAN AND QUARTERLY TOTALS OF WASTE COLLECTED.
THE EXPECTED OUTCOMES INCLUDE A REDUCED WASTE STEAM THROUGH COMPOSTING AND RECYCLING. A SAFER COMMUNITY THROUGH PESTICIDE ALTERNATIVES WHEN AVAILABLE. 
THE INTENDED BENEFICIARIES INCLUDE THE MEMBERS AND/OR RESIDENTS OF THE WALKER RIVER PAIUTE RESERVATION."
98T95201,ENV,ENV_NOHEALTH,CHINLE UNIFIED SCHOOL DISTRICT #24,5925000.0,2024-04-01,66.045,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING UNDER THE INFRASTRUCTURE INVESTMENT AND JOBS ACT TO CHINLE UNIFIED SCHOOL DISTRICT 24. THIS AGREEMENT IS TO REPLACE EXISTING SCHOOL BUSES WITH CLEAN AND ZERO EMISSION (ZE) SCHOOL BUSES.
ACTIVITIES:THE ACTIVITIES INCLUDE REPLACING SEVERAL DIESEL/GASOLINE BUSES WITH ZERO-EMISSION BUSES. THE ZERO-EMISSION BUSES WILL SERVE A NUMBER OF SCHOOLS THROUGHOUT CHINLE UNIFIED SCHOOL DISTRICT 24.


SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE THE PURCHASE OF SEVERAL ZERO-EMISSION BUSES. A NUMBER OF TRAINING SESSIONS WILL BE CONDUCTED, INCLUDING TRAINING SESSIONS FOR ADMINISTRATIVE AND OPERATIONS STAFF, TRAINING SESSIONS FOR DRIVERS, AND TRAINING SESSIONS FOR MECHANICS. 

THE EXPECTED OUTCOMES INCLUDE: REDUCTION OF HARMFUL POLLUTANTS SUCH AS NOX AND PM, REDUCTION OF CO2 EMISSIONS OVER LIFETIME OF THE BUSES AND IMPROVED AMBIENT AIR QUALITY IN COMMUNITIES IN WHICH THE BUSES OPERATE, IMPROVEM"
98T95101,ENV,ENV_NOHEALTH,NEVADA CLEAN ENERGY FUND,8692054.0,2024-04-01,66.045,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING UNDER THE INFRASTRUCTURE INVESTMENT AND JOBS ACT (IIJA) TO NEVADA CLEAN ENERGY FUND.  THIS AGREEMENT IS TO REPLACE EXISTING SCHOOL BUSES WITH CLEAN AND ZERO EMISSION (ZE) SCHOOL BUSES.

THIS AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $7,704,604. PREAWARD COSTS ARE APPROVED BACK TO 04/01/2024.  SEE TERMS AND CONDITIONS.ACTIVITIES:THE ACTIVITIES INCLUDE REPLACING 25 CLASS 7 DIESEL SCHOOL BUSES WITH 25 CLASS 7 ZERO-EMISSION (ZE) ELECTRIC SCHOOL BUSES . THE NEW SCHOOL BUSES WILL SERVE SCHOOL DISTRICTS THROUGHOUT THE STATE OF NEVADA.

SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE THE PURCHASE OF SEVERAL ZERO-EMISSION BUSES, A NUMBER OF SCHOOL DISTRICTS WILL BENEFIT TOTALING OVER 1,519  STUDENTS. A NUMBER OF TRAINING SESSIONS WILL BE CONDUCTED, INCLUDING TRAINING SESSIONS FOR ADMIN AND OPERATIONS STAFF, TRAINING SESSIONS FOR DRIVERS, AND TRAINING SESSIONS FOR MECHANICS. 

"
98T95001,ENV,ENV_NOHEALTH,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,478945.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY. THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER AN EPA PROGRAM AND/OR IMPLEMENT SOLID/HAZARDOUS WASTE ACTIVITIES.

THIS AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $248,065.ACTIVITIES:THE ACTIVITIES INCLUDE WASTE COLLECTION EVENTS, WASTE REMOVALS, AND CONDUCT OUTREACH AND EDUCATION ACTIVITIES.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE AMOUNTS OF WASTE COLLECTED DURING EVENTS, COPIES OF WASTE REMOVAL AND COLLECTION EVENT FLIERS, AND COPIES OF OUTREACH AND EDUCATION MATERIALS. THE EXPECTED OUTCOMES INCLUDE REDUCTION OF WASTE IN COMMUNITY AND COMMUNITY AWARENESS OF ENVIRONMENTAL EVENTS. THE INTENDED BENEFICIARIES INCLUDED THE MEMBERS AND/OR RESIDENTS OF THE SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY."
98T94901,ENV,ENV_NOHEALTH,NATIVE AMERICAN ENVIRONMENTAL PROTECTION COALITION,174019.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE NATIVE AMERICAN ENVIRONMENTAL PROTECTION COALITION. THE RECIPIENT WILL BUILD ITS AND MEMBER TRIBES CAPACITY TO ADMINISTER AN EPA PROGRAM AND/OR IMPLEMENT SOLID/HAZARDOUS WASTE ACTIVITIES.

THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $51,581.  SEE TERMS AND CONDITIONS.ACTIVITIES:THE ACTIVITIES INCLUDE REVIEWING AND UPDATING AN EPA-TRIBAL ENVIRONMENTAL PLAN IN COORDINATION WITH MEMBER TRIBES.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE AN UPDATED EPA-TRIBAL ENVIRONMENTAL PLAN. THE EXPECTED OUTCOMES INCLUDE KNOWLEDGEABLE ENVIRONMENTAL STAFF AND IMPROVED STRATEGIC PLANNING CAPACITY. THE INTENDED BENEFICIARIES INCLUDE THE MEMBER TRIBES OF THE NATIVE AMERICAN ENVIRONMENTAL PROTECTION COALITION."
98T94701,ENV,ENV_NOHEALTH,CITY OF PITTSBURG,494000.0,2024-07-01,66.815,"DESCRIPTION:THIS PROJECT PROVIDES FUNDING FOR THE CITY OF PITTSBURG TO RECRUIT, TRAIN, AND PLACE UNEMPLOYED AND UNDEREMPLOYED RESIDENTS OF NORTHEASTERN CONTRA COSTA COUNTY IN ENVIRONMENTAL CAREERS WITH SKILLS NEEDED TO SAFELY CONDUCT REMEDIATION WORK AT SOLID AND HAZARDOUS WASTE-CONTAMINATED SITES, AS WELL AS APPROPRIATE TRAINING SUCH AS HAZWOPER-40, EMERGENCY RESPONSE, CONFINED SPACE ENTRY, TRAFFIC CONTROL, AND OSHA-10. THE JOB TRAINING PROGRAM WILL OPERATE EIGHT TRAINING CYCLES OVER THE COURSE OF THE FIVE YEAR GRANT PERIOD, EACH WITH 20-22 PARTICIPANTS. THE ANTICIPATED OUTPUTS FROM THE PROGRAM ARE: 160 PARTICIPANTS ENROLLED IN THE PROGRAM, 136 GRADUATES COMPLETING THE PROGRAM, 102 GRADUATES PLACES IN ENVIRONMENTAL POSITIONS, AND 10 GRADUATES NOT PLACED BUT PURSUING FURTHER EDUCATION. THIS AGREEMENT WILL PROVIDE FUNDING UNDER THE INFRASTRUCTURE INVESTMENT AND JOBS ACT FOR THE CITY OF PITTSBURG TO CONDUCT ELIGIBLE TECHNICAL ASSISTANCE-RELATED ACTIVITIES AS AUTHORIZED BY CERCLA 104(K)(7"
98T94601,OTHER,,CITY OF CARSON CITY,2000000.0,2024-04-01,66.202,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE CITY OF CARSON CITY TO IMPLEMENT ITS PROJECT TO REPLACE AGING AND OBSOLETE WATER TREATMENT EQUIPMENT AT THE QUILL WATER TREATMENT FACILITY. 

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $2,000,000.  PREAWARD COSTS ARE APPROVED BACK TO APRIL 1, 2024.  SEE TERMS AND CONDITIONS.
ACTIVITIES:THE ACTIVITIES TO BE PERFORMED ARE:
SECURE GRANT FUNDING; FINALIZE DESIGN AND BID PACKAGES; ADVERTISE FOR CONTRACTOR BIDS; OPEN CONTRACTOR BIDS; AWARD CONSTRUCTION CONTRACT	
OBTAIN EXECUTED CONTRACT; PRE#8208;CONSTRUCTION SUBMITTAL PERIOD; CONTRACTOR MOBILIZATION; DEMOLITION AND SITE WORK; BUILDING EXPANSION; FILTER AND UV INSTALLATION; ELECTRICAL AND COMMISSIONING; PROJECT CLOSE#8208;OUT AND RECORD DRAWINGS.
SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES ARE BID DOCUMENTS, CONSTRUCTION CONTRACT, AND CONSTRUCTION, WHICH ARE EXPECTED TO REPLACE AGING AND OBSOLETE WATE"
98T94501,ENV,ENV_NOHEALTH,CHER-AE HEIGHTS INDIAN COMMUNITY OF THE TRINIDAD RANCHERIA,950680.0,2024-07-01,66.920,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING FROM THE INFRASTRUCTURE INVESTMENT AND JOBS ACT (IIJA) TO CHER-AE-HEIGHTS INDIAN COMMUNITY OF THE TRINIDAD RANCHERIA. EPA'S SOLID WASTE INFRASTRUCTURE FOR RECYCLING (SWIFR) GRANTS FOR TRIBES AND INTERTRIBAL CONSORTIA WILL FUND PROJECTS THAT FOCUS ON ENCOURAGING ENVIRONMENTALLY SOUND POST-CONSUMER MATERIALS MANAGEMENT, FUND PROJECTS THAT WILL RESULT IN A DECREASE IN THE GENERATION OF MUNICIPAL SOLID WASTE AND/OR AN INCREASE IN THE DIVERSION OF MUNICIPAL SOLID WASTE FROM LANDFILLS AND INCINERATION; AND/OR FUND PROJECTS THAT PROVIDE OR EXPAND ACCESS TO SOURCE REDUCTION, REUSE, RECYCLING, BACKHAUL, ANAEROBIC DIGESTION, AND COMPOSTING FOR TRIBES AND TRIBAL MEMBERS OF INTERTRIBAL CONSORTIA. THE PURPOSE OF THIS AWARD IS FUND TRINIDAD RANCHERIA'S ZERO-WASTE PROJECT THAT CONSISTS OF COMMUNITY ENGAGEMENT AND EDUCATION, CONSTRUCTION OF A ZERO-WASTE FACILITY, PURCHASE OF EQUIPMENT, THE HIRING AND TRAINING OF STAFF, INSTALLATION AND SERVICE OF COMPOST AND"
98T94301,OTHER,,FOOD BANK OF CONTRA COSTA AND SOLANO,154982.0,2024-10-01,66.306,"DESCRIPTION:THE PURPOSE OF THIS ENVIRONMENTAL JUSTICE COLLABORATIVE PROBLEM SOLVING (EJCPS) COOPERATIVE AGREEMENT IS TO PROVIDE FUNDING UNDER SECTION 8001(A) OF THE SOLID WASTE DISPOSAL ACT TO THE FOOD BANK OF CONTRA COSTA AND SOLANO (FOOD BANK) TO CONNECT ORGANIZATIONS AND STAKEHOLDERS IN SOLANO COUNTY WITH A FOCUS ON VALLEJO, CA, TO OFFER A ROBUST, REPLICABLE, COLLABORATIVE LOCAL FOOD RESCUE OPERATION, IMPROVING ACCESS TO FOOD FOR LOW-INCOME INDIVIDUALS WHILE ALSO REDUCING GREENHOUSE GAS EMISSIONS IN THE TARGET COMMUNITY.

THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $154,982. PREAWARD COSTS ARE APPROVED BACK TO 10/1/2024. REFER TO TERMS AND CONDITIONS.   
ACTIVITIES:PROJECT ACTIVITIES INCLUDE PROGRAM MANAGEMENT, METRICS TRACKING AND DOCUMENTATION TO FACILITATE REPLICATION, DEVELOPMENT OF THE FOOD RESCUE TOOLKIT, OUTREACH TO AND ENGAGEMENT OF FOOD DISTRIBUTION PARTNERS, OUTREACH TO AND ENGAGEMENT OF FOOD DONORS, AND FEEDBACK AND DOCUMENTATION.SUBRECIPIENT:NO SUBAWARD"
98T94201,OTHER,,KERN UNION HIGH SCHOOL DISTRICT,15405000.0,2024-05-15,66.045,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING UNDER THE INFRASTRUCTURE INVESTMENT AND JOBS ACT (IIJA) TO KERN UNION HIGH SCHOOL DISTRICT. THIS AGREEMENT IS TO REPLACE EXISTING SCHOOL BUSES WITH CLEAN AND ZERO EMISSION (ZE) SCHOOL BUSES.

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $15,405,000.00 . ACTIVITIES:THE ACTIVITIES INCLUDE REPLACING SEVERAL AGING DIESEL BUSES WITH EV BUSES AND LEVEL 3 CHARGING INFRASTRUCTURE. THE NEW SCHOOL BUSES WILL SERVE THE KERN UNION HIGH SCHOOL DISTRICT.

SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE REPLACEMENT OF SEVERAL DIESEL BUSES, INSTALLATION OF CHARGING INFRASTRUCTURE, STAFF TRAININGS, COMMUNITY ENGAGEMENT, AND A DISTRICT PLAN FOR FULL FLEET ELECTRIFICATION.

THE EXPECTED OUTCOMES INCLUDE REDUCTION OF CO2 EMISSIONS AND COSTS RELATED TO MAINTENANCE AND FUEL, IMPROVED HEALTH BENEFITS TO CHILDREN, IMPROVED TECHNICAL SKILLS AND INSTITUTIONAL KNOWLEDGE AMONG "
98T94101,OTHER,,POTTER VALLEY RANCHERIA OF POMO INDIANS,340784.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE POTTER VALLEY TRIBE. THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $152,769. SEE TERMS AND CONDITIONS.ACTIVITIES:THE ACTIVITIES INCLUDE PLANNING AND COORDINATING THE ANNUAL INTER-TRIBAL ENVIRONMENTAL YOUTH CAMPOUT, DEVELOPING A PRESENTATION ABOUT INTEGRATED PEST MANAGEMENT TO BUILD CAPACITY TO ADDRESS POLLUTION PREVENTION, PLAN AND COORDINATE A COMMUNITY CLEANUP EVENT, AND UPDATE THE EPA/TRIBAL ENVIRONMENTAL PLAN. SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE EVENT MATERIALS DEVELOPED, COPY OF INTEGRATED PEST MANAGEMENT PRESENTATION, REPORT ON RESULTS OF CLEANUP, AND A DRAFT EPA/TRIBAL ENVIRONMENTAL PLAN. THE EXPECTED OUTCOMES INCLUDE PROVIDE ENVIRONMENTAL EDUCATION OPPORTUNITIES TO TRIBAL YOUTH, INCREASE CAPACITY TO PREVENT POLLUTION, PRO"
98T93901,ENV,ENV_NOHEALTH,CHEMEHUEVI INDIAN TRIBE,318636.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE CHEMEHUEVI INDIAN TRIBE. THE RECIPIENT WILL ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.

THIS COOPERATIVE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $160,444.00.

ACTIVITIES:THE ACTIVITIES INCLUDE DEVELOPING AND IMPLEMENTING A SOLID WASTE MANAGEMENT PROGRAM, CONDUCTING GENERAL ADMINISTRATIVE AND FINANCIAL MANAGEMENT ACTIVITIES, PROVIDING LOCAL ENVIRONMENTAL OUTREACH EVENTS, ATTENDING ENVIRONMENTAL TRAININGS, AND MEETINGS, AND BUILDING TECHNICAL CAPACITY IN RESPONSE TO AIR QUALITY CONCERNS.

SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE SUMMARY REPORTS OF MEETINGS, TRAININGS AND EVENTS, RESEARCHING STEPS NEEDED TO INCREASE RECYCLING AND DEVELOP A TRANSFER STATION, HOSTING AN EARTH DAY EVENT, AND RESEARCHING FUNDING OPPORTUNITIES BASED ON THE EPA-TRIBAL ENVIRONMENTAL PLAN. THE INTENDED BENEFICIARIES INCLUDE THE MEMBERS AND"
98T93801,OTHER,,OWENS VALLEY INDIAN WATER COMMISSION,601971.0,2024-10-01,66.926,"DESCRIPTION:OWENS VALLEY INDIAN WATER COMMISSION, THE RECIPIENT, WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS. THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $306,578. REFER TO TERMS AND CONDITIONS.
ACTIVITIES:THE ACTIVITIES INCLUDE ATTENDING REGIONAL TRIBAL OPERATIONS COMMITTEE MEETINGS, COORDINATION AROUND SOLID WASTE AND RECYCLING EFFORTS, CONSULTATION WITH LOCAL AND STATE AGENCIES, CONDUCT EDUCATIONAL OUTREACH WITH TRIBAL YOUTH, AND CAPACITY BUILDING AROUND CLIMATE ADAPTATION AND WATER QUALITY.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE REPORTS FROM CONFERENCES AND MEETINGS ATTENDED, OUTREACH MATERIALS AND NEWSLETTERS, REPORTS FROM EVENTS, AND PHOTOS OF EVENTS. THE EXPECTED OUTCOMES INCLUDE CAPACITY BUILT FOR THE OWENS VALLEY INDIAN WATER COMMISSION AND ITS ENTITIES RELATED TO CLIMATE CHANGE, WATER HEALTH, OUTREACH AND EDUCATION, AND CONSULTATION AND COOR"
98T93701,ENV,ENV_NOHEALTH,NORTHERN ARIZONA UNIVERSITY,991772.0,2024-10-01,66.039,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING TO NORTHERN ARIZONA UNIVERSITY. SPECIFICALLY, THE RECIPIENT WILL REDUCE EMISSIONS OF DIESEL PARTICULATE MATTER BY REPLACING DIESEL TRANSIT BUSES WITH BATTERY ELECTRIC BUSES IN FLAGSTAFF, ARIZONA.

THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $991,772. REFER TO TERMS AND CONDITIONS.   ACTIVITIES:THE ACTIVITIES INCLUDE REPLACEMENT OF DIESEL TRANSIT BUSES WITH BATTERY ELECTRIC BUSES, INSTALLATION OF ELECTRIC CHARGING STATIONS, STAFF TRAINING, AND COMMUNITY ENGAGEMENT. SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE 2 BATTERY ELECTRIC BUSES, SCRAPPAGE OF 2 DIESEL BUSES, 2 ELECTRIC CHARGING STATIONS, MULTIPLE STAFF TRAININGS, AND COMMUNITY ENGAGEMENT MATERIALS. THE EXPECTED OUTCOMES INCLUDE ELIMINATION OF HARMFUL POLLUTANTS, WORKFORCE DEVELOPMENT, PUBLIC EDUCATION OF RIDERS ON VEHICLE ELECTRIFICATION, ENGAGEMENT OF STUDENT LEARNING ACROSS DISCIPLINES, REDUCTION IN AM"
98T93601,ENV,ENV_NOHEALTH,CHER-AE HEIGHTS INDIAN COMMUNITY OF THE TRINIDAD RANCHERIA,683076.0,2024-10-01,66.926,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING TO THE TRINIDAD RANCHERIA. THE RECIPIENT WILL BUILD ITS CAPACITY TO ADMINISTER MULTI-MEDIA ENVIRONMENTAL PROGRAMS ON INDIAN LANDS.ACTIVITIES:THE ACTIVITIES INCLUDE MANAGING AN ENVIRONMENTAL PROGRAM, COORDINATING WITH VARIOUS ORGANIZATIONS TO PROMOTE ENVIRONMENTAL PRIORITIES, DEVELOPING AND CONDUCTING OUTREACH EVENTS, ATTENDING CAPACITY BUILDING TRAININGS AND WORKSHOPS, ADVANCING EMERGENCY RESPONSE EXPERTISE, AND BUILDING A SOLID AND HAZARDOUS WASTE PROGRAM.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE REVIEWED ENVIRONMENTAL PLANS, COMPLETED NETWORKING WITH STAKEHOLDERS, UPDATED ENVIRONMENTAL OUTREACH MATERIALS, AND IMPROVED DISPOSAL OF SOLID AND HAZARDOUS WASTE. THE EXPECTED OUTCOMES INCLUDE KNOWLEDGEABLE ENVIRONMENTAL STAFF, IMPROVED RESPONSE TO TRIBAL ENVIRONMENTAL PRIORITIES, AND MEASURABLE PROGRESS ON ENVIRONMENTAL PLANS. THE INTENDED BENEFICIARIES INCLUDE THE MEMBERS AND"
