Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Amount_numeric,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Amyotrophic Lateral Sclerosis (ALS),10945644,2024,NINDS,1R01NS138499-01,,Identifying mechanisms of neurofilament regulation and turnover in amyotrophic lateral sclerosis,"LY, CINDY",WASHINGTON UNIVERSITY,MO,558182,558182.0,Mechanistic_Pathogenesis,Studies mechanisms of neurofilament regulation and turnover,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10948230,2024,NIA,1K99AG088296-01,,Understanding the relationship between cortical hyperexcitability and the progression of FTD/ALS pathology and behavioral deficits in mice,"ALGAMAL, MOUSTAFA",MASSACHUSETTS GENERAL HOSPITAL,MA,112070,112070.0,Mechanistic_Pathogenesis,Studies relationship between cortical hyperexcitability and pathology progression,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10952243,2024,NIDCD,3U01DC017844-05S1,,"Intuitive, complete neural control of tablet computers for communication","HOCHBERG, LEIGH",BROWN UNIVERSITY,RI,107105,107105.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10952583,2024,NIA,1R36AG088283-01,,Exploring TMEM106B in Neurodegeneration: Protein Interaction and Fibril-induced Neurotoxicity,"TILAHUN, KEDAMAWIT",EMORY UNIVERSITY,GA,52082,52082.0,Mechanistic_Pathogenesis,Studies protein interaction and fibril-induced neurotoxicity mechanisms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10952676,2024,NINDS,1R21NS139222-01,,Directly Converted Neurons as a Novel Cellular Model for ALS and FTD,"MILLER, TIMOTHY",WASHINGTON UNIVERSITY,MO,427625,427625.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10972902,2024,NINDS,1R01NS139141-01,,"CHCHD10 Frontotemporal Dementia, Molecular Mechanisms and Therapeutic Strategies","FUJITA, HIBIKI",WEILL MEDICAL COLL OF CORNELL UNIV,NY,826742,826742.0,Mechanistic_Pathogenesis,Studies CHCHD10 molecular mechanisms and therapeutic strategies,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10974465,2024,NIA,5F31AG082391-02,,SPOP modifies neurodegenerative proteinopathy in Alzheimer’s Disease.,"ECK, RANDALL",UNIVERSITY OF WASHINGTON,WA,48974,48974.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10974535,2024,NIA,2R15AG067291-02,,"Implicating the major G-quadruplex helicase, DHX36, as a novel pathogenic modifier of C9ORF72 frontal temporal dementia","SMALDINO, PHILIP",BALL STATE UNIVERSITY,IN,475516,475516.0,Mechanistic_Pathogenesis,Studies DHX36 as pathogenic modifier of C9ORF72 FTD (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10975019,2024,NIA,1R43AG088777-01,,High-throughput optimization of gene editing systems for treating Amyotrophic lateral sclerosis,"HUGHES, NICHOLAS","ACROBAT GENOMICS, INC.",CA,228019,228019.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10976216,2024,NINDS,1R21NS139270-01,,Development of Mutant Specific Antisense Oligonucleotides for TARDBP and KIF5A as a Therapeutic for ALS/FTD,"LANDERS, JOHN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,460625,460625.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10980441,2024,NIDCD,1R01DC021446-01A1,,"Social Connectedness in People with Amyotrophic Lateral Sclerosis: The Impact of Dysarthria, Immobility, and Psychosocial Factors","CONNAGHAN, KATHRYN",MGH INSTITUTE OF HEALTH PROFESSIONS,MA,336013,336013.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10980441,2024,OD,1R01DC021446-01A1,,"Social Connectedness in People with Amyotrophic Lateral Sclerosis: The Impact of Dysarthria, Immobility, and Psychosocial Factors","CONNAGHAN, KATHRYN",MGH INSTITUTE OF HEALTH PROFESSIONS,MA,250000,250000.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10980494,2024,NIA,1R21AG085492-01A1,,Understanding dynamics of brain network in TDP-43 related neurodegeneration,"CHEN, RONG",UNIVERSITY OF MARYLAND BALTIMORE,MD,238968,238968.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10981464,2024,NINDS,1R01NS134931-01A1,,Novel role of mitochondrial carrier protein PSAP in regulation of both apoptosis and autophagy in ALS,"XU, XUEMIN",UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,TX,457769,457769.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10984366,2024,NINDS,1K08NS133300-01A1,,Unraveling the role of the molecular co-chaperone DNAJC7 in protein homeostasis and neurodegeneration,"RAMANI, BISWARATHAN","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,195570,195570.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10984953,2024,NIA,4R01NS118584-02,,Age-related TDP-43 neuropathology: using disease-driving mechanisms to guide classification,"CYKOWSKI, MATTHEW",METHODIST HOSPITAL RESEARCH INSTITUTE,TX,790914,790914.0,Mechanistic_Pathogenesis,Studies disease-driving mechanisms for classification,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10984954,2024,NIA,4R01NS123298-02,,S-Nitrosylation-Dependent Pathological Spread of Abnormal Proteins in Frontotemporal Dementia and Lewy Body Dementia,"NAKAMURA, TOMOHIRO","SCRIPPS RESEARCH INSTITUTE, THE",CA,710926,710926.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10985587,2024,NIA,1R01AG089849-01,,Defining TBK1-associated autophagy networks in neurons,"MORDES, DANIEL","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,789130,789130.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986330,2024,NCCIH,1R21NS141768-01A1,,Probing Biomolecular Condensates in Live Cells using Microsecond-scale Single Molecule Rotational Diffusion Microscopy (µs-SiMRoD),"MUSSER, SIEGFRIED",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,40000,40000.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986330,2024,NIEHS,1R21NS141768-01A1,,Probing Biomolecular Condensates in Live Cells using Microsecond-scale Single Molecule Rotational Diffusion Microscopy (µs-SiMRoD),"MUSSER, SIEGFRIED",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,125000,125000.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986330,2024,NINDS,1R21NS141768-01A1,,Probing Biomolecular Condensates in Live Cells using Microsecond-scale Single Molecule Rotational Diffusion Microscopy (µs-SiMRoD),"MUSSER, SIEGFRIED",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,25625,25625.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986723,2024,NINDS,3R21NS133960-01S1,,Mechanistic insights of cortical hyperexcitability in ALS,"JIANG, JIE",EMORY UNIVERSITY,GA,75699,75699.0,Mechanistic_Pathogenesis,Studies mechanistic insights of cortical hyperexcitability,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986735,2024,NIEHS,1R21NS141767-01,,Peptide Nucleic Acid (PNA) Oligomers for Targeted Disruption of Biomolecular Condensates in ALS/FTD,"ARMITAGE, BRUCE",CARNEGIE-MELLON UNIVERSITY,PA,120504,120504.0,Mechanistic_Pathogenesis,Studies targeted disruption of biomolecular condensates (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10986735,2024,NINDS,1R21NS141767-01,,Peptide Nucleic Acid (PNA) Oligomers for Targeted Disruption of Biomolecular Condensates in ALS/FTD,"ARMITAGE, BRUCE",CARNEGIE-MELLON UNIVERSITY,PA,74305,74305.0,Mechanistic_Pathogenesis,Studies targeted disruption of biomolecular condensates (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10987828,2024,NIA,3R01NS126185-03S1,,Epigenetic mechanisms contributing to the pathogenesis of ALS/FTD with GGGGCC repeat expansion mutation at the C9orf72 locus,"LIU, X.",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,163013,163013.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10991776,2024,NINDS,3R01NS127858-02S1,,Using mitochondrial Ca2+ uptake as a therapeutic target for ALS,"WEI-LAPIERRE, LAN",UNIVERSITY OF FLORIDA,FL,73193,73193.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10993093,2024,NINDS,5F31NS134123-02,,Identifying the function of alternatively spliced TDP43 isoforms and contribution to disease,"DYKSTRA, MEGAN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,42600,42600.0,Mechanistic_Pathogenesis,Studies function of alternatively spliced TDP43 isoforms (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10993704,2024,NINDS,3R01NS131816-01S1,,3D Immunohistochemistry analysis to enhance the rigor of motoneuronal somatic reconstruction and potassium channel characterization,"ELBASIOUNY, SHERIF",WRIGHT STATE UNIVERSITY,OH,58294,58294.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10995065,2024,NIA,3R01AG076154-03S1,,Investigation of the role of ATXN1 in oligodendroglia and neurodegenerative diseases,"LIM, JANGHOO",YALE UNIVERSITY,CT,50247,50247.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10995262,2024,NINDS,5F31NS134324-02,,Investigating the Role of MS4As in Amyotrophic Lateral Sclerosis,"HILLER, ABIGAIL",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,36080,36080.0,Mechanistic_Pathogenesis,Studies role of MS4As in ALS (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10997602,2024,NINDS,1F31NS139629-01,,The Role of Neutrophil Heterogeneity and Molecular Mechanisms in Driving ALS,"BAIRD, LILLIA",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,43051,43051.0,Mechanistic_Pathogenesis,Studies role of neutrophil heterogeneity and molecular MECHANISMS,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11000079,2024,NINDS,2R01NS111990-06,,Multi-Targeting Oligonucleotide Therapeutics for Familial and Sporadic Amyotrophic Lateral Sclerosis,"WATTS, JONATHAN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,665737,665737.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11005933,2024,NINDS,1R44NS137901-01A1,,Blood-based Biomarker for Characterizing Progression and Therapeutic Response in Amyotrophic Lateral Sclerosis,"EITAN, EREZ",NEURODEX INC,MA,2147016,2147016.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11024129,2024,NINDS,1R01NS140149-01,,Deciphering the structural basis of repeat-associated non-AUG (RAN) translation in Amyotrophic Lateral Sclerosis and Frontotemporal Dementia,"BRITO QUERIDO, JAILSON",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,681536,681536.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11026766,2024,NINDS,3R01NS120331-03S1,,The role of an aberrant synaptome in microglia-associated synaptic pruning in C9orf72-FTD,"SATTLER, RITA",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,27240,27240.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11032726,2024,NIA,5F32AG084174-02,,The role of gasdermins in microglial activation and neurodegeneration in ALS/FTD,"GUNNER, GEORGIA",HARVARD MEDICAL SCHOOL,MA,74284,74284.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11034633,2024,NINDS,3U01NS122102-03S1,,Optimization of an in vivo base editing strategy to treat SOD1-linked ALS,"GAJ, THOMAS",UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,IL,151047,151047.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11034741,2024,NINDS,3RF1NS127925-01S1,,The role of m6A RNA methylation in C9ORF72-ALS/FTD,"SUN, SHUYING",JOHNS HOPKINS UNIVERSITY,MD,50000,50000.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11035738,2024,NINDS,3R01NS131816-01S2,,Examining the mechanistic interactions between K channels' dysfunction in rNLS8 mice,"ELBASIOUNY, SHERIF",WRIGHT STATE UNIVERSITY,OH,45726,45726.0,Mechanistic_Pathogenesis,Studies mechanistic interactions between K channels dysfunction,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11035875,2024,NINDS,3R01NS055028-17S1,,Patterning and Formation of the Neuromuscular Junction,"LIN, WEICHUN",UT SOUTHWESTERN MEDICAL CENTER,TX,46247,46247.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11040273,2024,OD,1U01NS136022-01A1,,Scalable Expanded Access with Analysis of Neurofilament and Other Biomarkers for Ibudilast in ALS (SEA-NOBI-ALS),"OSKARSSON, BJORN",MAYO CLINIC  JACKSONVILLE,FL,6133297,6133297.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11046946,2024,NIA,3R01AG068247-05S1,,Cell-type-specific toxicity of C9orf72 repeat expansions in FTD and ALS,"JIANG, JIE",EMORY UNIVERSITY,GA,77016,77016.0,Mechanistic_Pathogenesis,Studies cell-type-specific toxicity mechanisms of C9orf72,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11051516,2024,NIA,3R01AG079898-02S1,,Effects of TDP-43 Proteinopathy on Retrotransposon Activation and Cell-Type Specific Vulnerability in a Mammalian Model of Alzheimer's and Related Dementias,"SHER, ROGER",STATE UNIVERSITY NEW YORK STONY BROOK,NY,18328,18328.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11054719,2024,NINDS,3R01NS131816-02S1,,Excitability dysfunction mechanisms underlying the TDP43-dependent ALS and FTD pathogenesis,"ELBASIOUNY, SHERIF",WRIGHT STATE UNIVERSITY,OH,79238,79238.0,Mechanistic_Pathogenesis,Studies excitability dysfunction MECHANISMS (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11058785,2024,NINDS,1R01NS136624-01A1,,Role of the TE-cGAS-STING pathway in C9orf72-ALS/FTD pathogenesis,"TROTTI, DAVIDE",THOMAS JEFFERSON UNIVERSITY,PA,697907,697907.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11064460,2024,NINDS,4R37NS065053-12,,Regulation of axonal degeneration by the DLK kinase,"DIANTONIO, AARON",WASHINGTON UNIVERSITY,MO,628033,628033.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11071208,2024,NINDS,1F31NS141619-01,,Targeting transcription and translation of the antisense CCCCGG repeat expansion in C9ORF72 ALS/FTD,"ANTONOPOULOS, MIRA",UNIVERSITY OF CHICAGO,IL,48974,48974.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11075555,2024,NINDS,1F99NS141397-01,,Synaptic TDP43 in the Adult Mouse Brain,"BREWER, ELIZABETH",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,49974,49974.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11084317,2024,NINDS,3R01NS120331-04S1,,Microglia contribution to disease pathogenesis in C9orf72 ALS/FTD,"SATTLER, RITA",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,64322,64322.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11090259,2024,NINDS,3R00NS121511-03S1,,Oxidized microRNAs identification in ALS patient samples,"CHAIM, ISAAC","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,54744,54744.0,Mechanistic_Pathogenesis,Studies oxidized microRNAs identification in ALS (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11093247,2024,NIGMS,3R35GM141939-04S1,,Illuminating cellular dark matter through the development of novel chemical tools,"DEVARAJ, NEAL","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,210360,210360.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11128419,2024,NINDS,4R44NS132666-02,,Development of CM-CS1 CAR Treg to Treat Amyotrophic Lateral Sclerosis (ALS),"MURAD, JOANA","CELDARA MEDICAL, LLC",NH,921486,921486.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11160063,2024,NINDS,7K08NS130146-02,,Mechanisms of Neurodegeneration in KIF5A ALS/FTD,"BRENT, JONATHAN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,208170,208170.0,Mechanistic_Pathogenesis,Studies MECHANISMS of neurodegeneration in KIF5A ALS/FTD,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11177414,2024,NIA,1ZIAAG000495-03,,Investigating the roles of RNA-binding proteins Nocte and PRRC2 in mRNA translation and age-related neurodegeneration using Drosophila and mouse models,"WANG, WEIDONG",NIH,,325036,325036.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11177439,2024,NIA,1ZIAAG000544-03,,Center for Alzheimer's and Related Dementias: Detection of cryptic exons (splicing differences) in TDP-43 as biomarkers for frontotemporal dementia and Alzheimer's disease,"SINGLETON, ANDREW",NIH,,3169680,3169680.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Moved from Everything_else (matched: TDP-43),,,
Amyotrophic Lateral Sclerosis (ALS),11177442,2024,NIA,1ZIAAG000547-02,,ALZHEIMERS RESEARCH PROJECT: RNA Transport and Local Translation in Alzheimer's and Related Dementias (ADRD),"RYAN, VERONICA",NIH,,20228321,20228321.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11177491,2024,NIA,1ZIAAG000933-17,,Genetic etiology of Amyotrophic Lateral Sclerosis,"TRAYNOR, BRYAN",NIH,,315598,315598.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11177492,2024,NIA,1ZIAAG000934-16,,"ALZHEIMERS RESEARCH PROJECT: Genetic etiology of Fronto-Temporal Dementia, a dementia related to Alzheimer's disease","TRAYNOR, BRYAN",NIH,,151598,151598.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11177499,2024,NIA,1ZIAAG000946-17,,Pathogenic Mechanisms of Dynactin p150glued in ALS and Parkinson's Disease,"CAI, HUAIBIN",NIH,,12138,12138.0,Mechanistic_Pathogenesis,Studies pathogenic mechanisms of Dynactin p150glued,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11178790,2024,NINDS,3R01NS131816-02S2,,Excitability dysfunction mechanisms underlying the TDP43-dependent ALS and FTD pathogenesis,"ELBASIOUNY, SHERIF",WRIGHT STATE UNIVERSITY,OH,79238,79238.0,Mechanistic_Pathogenesis,Studies excitability dysfunction MECHANISMS (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11182302,2024,NICHD,1ZIAHD008966-08,,Mechanisms regulating neuronal degeneration and repair ,"LE PICHON, CLAIRE",NIH,,2365793,2365793.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11183692,2024,NHLBI,1ZIAHL001055-18,,Protein Misfolding and Aggregation,"LEE, JENNIFER",NIH,,1824992,1824992.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11185474,2024,OD,3OT2NS136938-01S1,,Access for All in ALS (ALL ALS) East Clinical Coordinating Center ,"BERRY, JAMES",MASSACHUSETTS GENERAL HOSPITAL,MA,15032251,15032251.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11185475,2024,OD,3OT2NS136939-01S1,,Access for All in ALS (ALL ALS) West Clinical Coordinating Center ,"BOWSER, ROBERT",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,14234367,14234367.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11188491,2024,NIDA,1ZIADA000549-16,,Neurobiological Basis of Neuronal Survival,"SU, TSUNG PING",NIH,,1181780,1181780.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11189389,2024,NIAID,1ZIAAI001086-16,,Detection of Prions,"CAUGHEY, BYRON",NIH,,1599406,1599406.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11189427,2024,NIAID,1ZIAAI001185-12,,Roles of RNA-binding Proteins in Programming Gene Expression in Mammals,"MULJO, STEFAN",NIH,,1432986,1432986.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11191971,2024,NCATS,1ZIATR000459-03,,"Screening for drugs that mobilize ATG9A from the Golgi as a potential therapy for SPG type 47, 50, 51 and 52 diseases","HALL, MATTHEW",NIH,,327632,327632.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),11194876,2024,NINDS,1ZICNS009446-03,,Neurodifferentiation/Stem Cell Unit,"WANG, DAVID",NIH,,827865,827865.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11197471,2024,NINDS,1ZIANS003155-09,,Mechanisms of inherited neurodegenerative diseases,"WARD, MICHAEL",NIH,,2208322,2208322.0,Mechanistic_Pathogenesis,Studies MECHANISMS of inherited neurodegenerative diseases,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),11197473,2024,NINDS,1ZIANS009455-01,,Studies of inherited neuromuscular diseases,"GRUNSEICH, CHRISTOPHER",NIH,,2411309,2411309.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
,,,,,,,,,,,,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,Data downloaded from https://report.nih.gov,,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
